Level,Hierarchical structure,Code,Class title,Class definition
3,Subclass,764215,Rental of space in mini-warehouses and self-storage units,This subclass comprises rental of storage space which can be accessed directly by the renter.
4,Detail,7642151,Rental of space in mini-warehouses and self-storage units,Rental of storage space which can be accessed directly by the renter.
3,Subclass,764216,Rental of other non-residential space,"This subclass comprises rental of space for meetings, conventions, and similar short-term business use; rental of space for weddings, banquets, parties, and similar short-term social use; rental of theatres, auditoriums, stadiums, arenas, and similar facilities; hosting of coin-operated or card-operating machines; and rental of other non-residential space, n.e.c."
4,Detail,7642161,"Rental of space for meetings, conventions, and similar short-term business use","Rental of space for meetings, conventions, and similar short-term business use."
4,Detail,7642162,"Rental of space for weddings, banquets, parties, and similar short-term social use","Rental of space for weddings, banquets, parties, and similar short-term social use."
4,Detail,7642163,"Rental of theatres, auditoriums, stadiums, arenas, and similar facilities","Rental or leasing of space in theatres, auditoriums, stadiums, arenas, and similar facilities for use in presenting live entertainment or sporting events."
4,Detail,7642164,Hosting of coin-operated or card-operating machines,"Providing a location for the placement of coin-operated or card-operating machines, for a fee or commission paid by the owners or lessors of the machines. Payment may be made using coins, bills, tokens, cards or other means."
4,Detail,7642165,"Rental of other non-residential space, n.e.c.","Rental or leasing of buildings or other space for non-residential use, n.e.c."
2,Class,76432,Real estate brokerage and other services related to real estate,"This class comprises brokerage services for the sale or rental of real estate; real estate consulting, appraisal and listing services; property management services; and services provided by real estate agencies to their real estate associates."
3,Subclass,764321,Brokerage services for the sale and rental of residential real estate,"This subclass comprises assisting buyers and sellers of individual residential dwellings and associated land, and owners in renting residential buildings or units and associated land, acting in an agency capacity, for a fee or commission."
4,Detail,7643211,Brokerage services for the sale and rental of residential real estate,"Assisting buyers and sellers of individual residential dwellings and associated land, and owners in renting residential buildings or units and associated land, acting in an agency capacity, for a fee or commission."
3,Subclass,764322,Brokerage services for the sale and rental of non-residential real estate,"This subclass comprises assisting buyers and sellers of non-residential buildings or other non-residential facilities and associated land, and owners in renting non-residential buildings or other non-residential facilities and associated land, acting in an agency capacity, for a fee or commission."
4,Detail,7643221,Brokerage services for the sale and rental of non-residential real estate,"Assisting buyers and sellers of non-residential buildings or other non-residential facilities and associated land, and owners in renting non-residential buildings or other non-residential facilities and associated land, acting in an agency capacity, for a fee or commission."
3,Subclass,764323,Brokerage services for the sale and rental of vacant land,This subclass comprises brokerage services for the sale and rental of vacant land.
4,Detail,7643231,Brokerage services for the sale and rental of vacant land,Brokerage services for the sale and rental of vacant land.
3,Subclass,764324,Real estate consulting services,"This subclass comprises providing advice and guidance to clients regarding real estate, including advice on accountancy, financing and similar matters. These real estate consulting services are provided to clients independently of general accountancy, financial and similar services."
4,Detail,7643241,Real estate consulting services,"Providing advice and guidance to clients regarding real estate, including advice on accountancy, financing and similar matters. These real estate consulting services are provided to clients independently of general accountancy, financial and similar services."
3,Subclass,764325,Property management services,This subclass comprises management of real estate properties on behalf of property owners.
4,Detail,7643251,Property management services,Management of real estate properties on behalf of property owners.
3,Subclass,764326,Real estate appraisal services,"This subclass comprises providing assessments of the value of urban and rural real estate, in order to assist clients in buying, selling, or financing the purchase of real estate, or in dealing with tax matters."
4,Detail,7643261,Urban real estate appraisal services,"Providing assessments of the value of real estate in urban areas, in order to assist clients in buying, selling, or financing the purchase of real estate, or in dealing with tax matters."
4,Detail,7643262,Rural real estate appraisal services,"Providing assessments of the value of real estate in rural areas, in order to assist clients in buying, selling, or financing the purchase of real estate, or in dealing with tax matters."
3,Subclass,764327,Real estate listing services,"This subclass comprises providing a register of real estate offered for sale in an area, in a printed directory, electronic database or other format."
4,Detail,7643271,Real estate listing services,"Providing a register of real estate offered for sale in an area, in a printed directory, electronic database or other format."
3,Subclass,764328,Services provided by real estate agencies to their real estate associates,This subclass comprises the services provided by real estate agencies to their real estate associates.
4,Detail,7643281,Services provided by real estate agencies to their real estate associates,Services provided by real estate agencies to their real estate associates.
1,Group,771,Legal and accounting services,"This group comprises legal services; and accounting, tax preparation, bookkeeping and payroll services."
2,Class,77111,Legal services,This class comprises legal services concerning criminal and non-criminal law as well as legal support services.
3,Subclass,771111,Legal services concerning criminal law,"This subclass comprises providing legal advice concerning the application or interpretation of criminal law; representing clients before courts, administrative agencies, and other official tribunals in such matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of criminal law."
4,Detail,7711111,Legal services concerning criminal law,"Providing legal advice concerning the application or interpretation of criminal law; representing clients before courts, administrative agencies, and other official tribunals in such matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of criminal law."
3,Subclass,771112,Legal services concerning non-criminal law,"This subclass comprises providing legal advice concerning the application or interpretation of the law in non-criminal (civil) matters; representating clients before courts, administrative agencies, and other official tribunals in non-criminal law matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of non-criminal law."
4,Detail,7711121,Legal services concerning non-criminal law,"Providing legal advice concerning the application or interpretation of the law in non-criminal (civil) matters; representating clients before courts, administrative agencies, and other official tribunals in non-criminal law matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of non-criminal law."
3,Subclass,771113,Legal support services,"This subclass comprises patent and trademark office representation services; and legal document filing and search services, process serving services, and notarization and certification services, not bundled with legal services, arbitration or mediation services, or with patent and trademark prosecution services."
4,Detail,7711131,Legal support services,"Patent and trademark office representation services; and legal document filing and search services, process serving services, and notarization and certification services, not bundled with legal services, arbitration or mediation services, or with patent and trademark prosecution services."
2,Class,77121,"Accounting, tax preparation, bookkeeping and payroll services","This class comprises auditing and other assurance services; tax preparation and representation services; and bookkeeping, financial statement compilation, and payroll services."
3,Subclass,771211,Auditing and other assurance services,This subclass comprises financial auditing services; financial statement review engagements and agreed-upon procedures for financial information; other financial assurance services; and non-financial assurance services.
4,Detail,7712111,Financial auditing services,"Auditing of financial statements and examination of accounting records and other supporting evidence for the purpose of expressing an opinion as to whether financial statements are presented fairly in accordance with an appropriate, disclosed basis of accounting."
4,Detail,7712113,Financial statement review engagements and agreed-upon procedures for financial information,"Review engagements, with or without compilation services, to assess whether the financial statements being reported on are plausible within the framework of the appropriate criteria; agreed-upon procedures engagements to provide reports on the results of applying client-specified procedures to financial information."
4,Detail,7712114,Other financial assurance services,Other financial assurance and related services.
4,Detail,7712115,Non-financial assurance services,"Audits, reviews and agreed-upon procedures performed in relation to non-financial matters. Findings are typically conveyed in a written report."
3,Subclass,771212,Tax preparation and representation services,This subclass comprises services related to tax preparation and representation at audits and appeals for individuals and unincorporated businesses as well as for corporate and other clients.
4,Detail,7712121,Tax preparation and representation services for individuals and unincorporated businesses,Services related to tax preparation and representation at audits and appeals for individuals and unincorporated businesses.
4,Detail,7712122,Tax preparation and representation services for corporate and other clients,Services related to tax preparation and representation at audits and appeals for corporate and other clients.
3,Subclass,771213,"Bookkeeping, financial statement compilation, and payroll services",This subclass comprises financial statement compilation services; bookkeeping services; and payroll services.
4,Detail,7712131,Accounting services (except bookkeeping and payroll services),"Financial statement compilation services whereby an accountant receives information from a client and arranges it into the form of a financial statement. The accountant assures that the assembly of information is arithmetically correct. However, the accountant does not attempt to verify the accuracy or completeness of the information provided, and no endorsement or expression of assurance is provided."
4,Detail,7712132,Bookkeeping services,"A service consisting of general transaction entry with respect to purchases, sales, receipts, payments, and various account items. May include payroll calculation services."
4,Detail,7712133,Payroll services,"Administration of financial records of employees' salaries, wages, bonuses, net pay, and deductions."
1,Group,772,"Architectural, engineering and related services",This group comprises architectural services; engineering services; surveying and mapping services; and other services related to architecture and engineering.
2,Class,77211,Architectural services,"This class comprises architectural services, including the provision of architectural designs, plans and studies; advisory services; construction documents; construction contract administration; landscape architecture services; and urban planning services."
3,Subclass,772111,Architectural services for residential building projects,"This subclass comprises architectural services for residential building projects, including the provision of architectural designs, plans and studies; advisory services; construction documents; and construction contract administration."
4,Detail,7721111,Architectural services for single-family residential projects,Architectural services provided for single-family residential building projects.
4,Detail,7721112,Architectural services for multi-family residential projects,Architectural services provided for multi-family residential building projects.
3,Subclass,772112,Architectural services for non-residential building projects,"This subclass comprises architectural services for non-residential building projects, including the provision of architectural designs, plans and studies; advisory services; construction documents; and construction contract administration."
4,Detail,7721121,Architectural services for office building projects,Architectural services for all types of office buildings.
4,Detail,7721122,Architectural services for retail and restaurant projects,Architectural services for retail and restaurant building projects.
4,Detail,7721123,Architectural services for hotel and convention centre projects,"Architectural services for buildings providing temporary overnight accommodations, and for convention centres."
4,Detail,7721124,Architectural services for health care building projects,Architectural services for buildings used in providing health care.
4,Detail,7721125,"Architectural services for entertainment, recreational and cultural building projects","Architectural services for entertainment, recreational and cultural building projects."
4,Detail,7721126,Architectural services for educational building projects,Architectural services for educational building projects.
4,Detail,7721127,Architectural services for industrial building projects,Architectural services for industrial building projects.
4,Detail,7721128,Architectural services for transportation and distribution facility projects,Architectural services for transportation and distribution facility projects. These buildings include those involved in the movement of goods and people and the storage of goods.
4,Detail,7721129,Architectural services for other non-residential building projects,Architectural services provided for other non-residential building projects.
3,Subclass,772113,Historical restoration architectural services,This subclass comprises architectural services that incorporate legal requirements to preserve or restore the historic character of a building.
4,Detail,7721131,Historical restoration architectural services,Architectural services that incorporate legal requirements to preserve or restore the historic character of a building.
3,Subclass,772114,Architectural advisory services,"This subclass comprises expert-witness services, and provision of advice, studies and reports, on architectural matters."
4,Detail,7721141,Architectural advisory services,"Expert-witness services, and provision of advice, studies and reports, on architectural matters."
3,Subclass,772115,Landscape architectural services,"This subclass comprises landscape architectural services for the design of the built landscape, including designs, plans and studies; advisory services; construction documents; and construction contract administration."
4,Detail,7721151,Landscape architectural services for residential building projects,"Landscape architectural services for residential building projects, complete projects or phases of a project."
4,Detail,7721152,Landscape architectural services for non-residential building projects,"Landscape architectural services for non-residential building projects, complete projects or phases of a project."
4,Detail,7721153,Landscape architectural services for recreational and open-space projects,"Landscape architectural services for recreational and open-space projects, complete projects or phases of a project."
4,Detail,7721154,"Landscape architectural services, specific elements","Landscape architectural services for specific features of a project, such as preparing and modifying the terrain, facilitating access to a site, or building small structures that provide amenities or increase interest in the site. These designs are provided as a stand-alone service, although they may be incorporated into a larger project."
4,Detail,7721155,Landscape architectural advisory services,"Expert-witness services, and provision of advice, studies and reports, on landscape architectural matters."
3,Subclass,772116,Urban planning services,"This subclass comprises the provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings, parks and infrastructure networks; create plans for land use; and provide a zoning framework within which plans for specific sites can be developed."
4,Detail,7721161,Urban planning services,"Provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings, parks and infrastructure networks; create plans for land use; and provide a zoning framework within which plans for specific sites can be developed."
3,Subclass,772117,Project site master planning services,"This subclass comprises services consisting in developing plans for a construction site showing the proposed location of buildings, roads, parking lots and other features."
4,Detail,7721171,Project site master planning services,"Services consisting in developing plans for a construction site showing the proposed location of buildings, roads, parking lots and other features."
2,Class,77221,Engineering services,"This class comprises the design of buildings, industrial structures, civil works, transportation works, power generation and transmission works, machinery, and other works, in order that they implement scientific principles efficiently and safely. The product is presented in the form of designs, plans, studies and advisory services."
3,Subclass,772211,Residential building engineering projects,This subclass comprises engineering design services related to residential buildings.
4,Detail,7722111,Residential building engineering projects,Engineering design services related to residential buildings.
3,Subclass,772212,"Commercial, public and institutional building engineering projects","This subclass comprises engineering design services related to commercial, public and institutional buildings."
4,Detail,7722121,"Commercial, public and institutional building engineering projects","Engineering design services related to commercial, public and institutional buildings."
3,Subclass,772213,Industrial and manufacturing engineering projects,"This subclass comprises engineering design services related to industrial and manufacturing facilities, processes, and products."
4,Detail,7722131,Mining and metallurgical plant and process engineering projects,Engineering design services related to mining and metallurgical facilities and processes.
4,Detail,7722132,Petroleum and petrochemical plant and process engineering projects,Engineering design services related to petroleum and petrochemical facilities and processes.
4,Detail,7722133,Pulp and paper plant and process engineering projects,Engineering design services related to pulp and paper facilities and processes.
4,Detail,7722134,Industrial machinery engineering design projects,Engineering design services related to industrial machinery.
4,Detail,7722135,Transportation equipment engineering design projects,Engineering design services related to transportation equipment.
4,Detail,7722136,Electronic and electrical equipment engineering design projects,Engineering design services related to electronic and electrical equipment.
4,Detail,7722137,Other industrial and manufacturing engineering projects,"Engineering design services related to industrial and manufactured products, n.e.c."
3,Subclass,772214,Transportation engineering projects,This subclass comprises engineering design services related to transportation infrastructure.
4,Detail,7722141,Transportation engineering projects,Engineering design services related to transportation infrastructure.
3,Subclass,772215,Municipal utility engineering projects,This subclass comprises engineering design services related to municipal utilities.
4,Detail,7722151,Municipal utility engineering projects,Engineering design services related to municipal utilities.
3,Subclass,772216,Power engineering projects,"This subclass comprises engineering design services related to power generating units, power transmission and distribution lines, and related infrastructure."
4,Detail,7722161,Power engineering projects,"Engineering design services related to power generating units, power transmission and distribution lines, and related infrastructure."
3,Subclass,772217,Telecommunications and broadcasting engineering projects,"This subclass comprises engineering design services related to systems for the transmission or distribution of voice, data and programming."
4,Detail,7722171,Telecommunications and broadcasting engineering projects,"Engineering design services related to systems for the transmission or distribution of voice, data and programming."
3,Subclass,772218,Hazardous and industrial waste engineering projects,"This subclass comprises engineering design services related to systems for the collection, treatment and disposal of hazardous and industrial waste and to systems for the control of pollution."
4,Detail,7722181,Hazardous and industrial waste engineering projects,"Engineering design services related to systems for the collection, treatment and disposal of hazardous and industrial waste and to systems for the control of pollution."
3,Subclass,772219,Other engineering projects and engineering advisory services,"This subclass comprises engineering design services, n.e.c., and engineering advisory services."
4,Detail,7722191,Other engineering projects,"Engineering design services related to systems, processes, facilities, and products, n.e.c."
4,Detail,7722192,Engineering advisory services,"Provision of advice, studies, and reports on engineering matters, when not part of the design of a specific project."
2,Class,77231,Services related to architecture and engineering (except surveying and mapping),This class comprises drafting services; building inspection services; testing laboratory services; and project management services.
3,Subclass,772311,Drafting services,"This subclass comprises producing detailed layouts, plans, drawings, illustrations, graphics and models based on engineering or architectural specifications, for use in the design, manufacture, installation, construction, repair or maintenance of buildings, structures, systems or components."
4,Detail,7723111,Drafting services,"Producing detailed layouts, plans, drawings, illustrations, graphics and models based on engineering or architectural specifications, for use in the design, manufacture, installation, construction, repair or maintenance of buildings, structures, systems or components."
3,Subclass,772312,Building inspection services,"This subclass comprises making a visual examination of the components forming a residential or commercial property, making a visual examination of a home during construction, detecting the presence of environmental hazards, making a visual examination of a specific element of a property, and related services, such as making a visual examination of a building for wood-destroying pests or providing expert-witness services."
4,Detail,7723121,Building inspection services,"Making a visual examination of the components forming a residential or commercial property, making a visual examination of a home during construction, detecting the presence of environmental hazards, making a visual examination of a specific element of a property, and related services, such as making a visual examination of a building for wood-destroying pests or providing expert-witness services."
3,Subclass,772313,Testing laboratory services,This subclass comprises providing conformity assessment services.
4,Detail,7723131,Testing laboratory services,Providing conformity assessment services.
3,Subclass,772314,Project management services,"This subclass comprises planning, supervising and coordinating the activities involved in carrying out a project, with regard to time, cost, performance requirements, and other constraints."
4,Detail,7723141,Project management services,"Planning, supervising and coordinating the activities involved in carrying out a project, with regard to time, cost, performance requirements, and other constraints."
2,Class,77241,Surveying and mapping services,"This class comprises the acquisition, processing and interpretation of information about the earth's subsurface, surface and water bodies, presented in the form of data, maps, orthophotos and charts."
3,Subclass,772411,Geophysical data acquisition,"This subclass comprises the collection of geophysical data (seismic, gravity, magnetic, etc.) for the purpose of characterizing subsurface conditions."
4,Detail,7724111,Geophysical data acquisition by seismic methods,The collection of geophysical data by seismic methods.
4,Detail,7724112,Geophysical data acquisition by non-seismic methods,The collection of geophysical data by non-seismic methods.
3,Subclass,772412,Geophysical data processing and interpretation,This subclass comprises geophysical data processing and interpretation.
4,Detail,7724121,Geophysical data processing,The processing of geophysical data in order to facilitate interpretation. Services may include reprocessing data or the integration of other sets of data collected by the same method.
4,Detail,7724122,Geophysical data interpretation services,"Analysis of processed geophysical data to generate models and predictions about the properties and structures of the subsurface. May include integration of geophysical data collected by other methods, or of additional data, including non-geophysical data."
3,Subclass,772413,Integrated geophysical services,This subclass comprises services which cover two or more phases of the process used to carry out geophysical surveys.
4,Detail,7724131,Integrated geophysical services (except borehole geophysical surveys),"Services which cover two or more phases of the process used to carry out geophysical surveys, except borehole geophysical surveys."
4,Detail,7724132,Borehole geophysical surveys,"The collection, processing and analysis of data collected by borehole logging surveys."
3,Subclass,772414,Other geological and geophysical services,"This subclass comprises geological and geophysical consulting services; geophysical data sales; and other geological and geophysical services, n.e.c."
4,Detail,7724141,Geological and geophysical consulting services,"Providing advice regarding geophysical survey design as well as the geology of mineral, oil and natural gas resource exploration and development."
4,Detail,7724142,Geophysical data sales,Geophysical data sales.
4,Detail,7724143,"Other geological and geophysical services, n.e.c.","Other geological and geophysical services, n.e.c."
3,Subclass,772415,"Geospatial photo and image acquisition, processing and interpretation services","This subclass comprises geospatial photo and image acquisition, processing and data interpretation services."
4,Detail,7724151,Geospatial photo and image acquisition,Information about the earth's surface acquired from aircraft and satellites. Products may be geospatially referenced or otherwise processed.
4,Detail,7724152,Geospatial photo and image processing,Processing of photos and images acquired from aircraft or satellites.
4,Detail,7724153,Geospatial data interpretation,Analysis of geospatial photographs and images.
3,Subclass,772416,"Thematic mapping, orthophoto mapping, and charting","This subclass comprises preparation and revision of thematic maps, orthophoto maps, and nautical and aeronautical charts."
4,Detail,7724161,"Thematic mapping, orthophoto mapping, and charting","Preparation and revision of thematic maps, orthophoto maps, and nautical and aeronautical charts."
3,Subclass,772417,Integrated surveying and mapping services,"This subclass comprises acquisition of data and information about real property and/or the earth's surface, and the subsequent portrayal of this information in report, map or plan format."
4,Detail,7724171,Topographic and planimetric surveying and mapping services,Surveying for the purpose of determining the shape (relief) of the surface of the land and/or the location of natural and man-made features on the surface; and the preparation or revision of a map indicating the elevation of the surface (relative to a datum point) and slope.
4,Detail,7724172,Hydrographic and bathymetric surveying and mapping services,"Surveying for the purpose of determining the geometric and dynamic characteristics of bodies of water (including the depth, temperature, or salinity of water), the configuration of the bottom, velocities of currents, heights and times of tides and water stages, and the location of fixed objects used in navigation; and the preparation or revision of maps showing this information."
4,Detail,7724173,"Boundary, property line, and cadastral surveying and mapping","Surveying for the purpose of establishing or re-establishing a boundary or property line on the ground, and/or for preparation of a map or plan showing a boundary or property line(s), including surveying for legal and/or cadastral purposes."
4,Detail,7724174,Subdivision layout and design,"Dividing a piece of land into smaller pieces, such as lots, streets, and rights of way; marking or monumenting all necessary corners or dividing lines; and/or preparing maps or plans for record showing all information regarding adjoining land affecting the boundaries."
4,Detail,7724175,Construction surveying,"Surveying prior to and during construction for the purpose of controlling elevation, horizontal location and dimensions, and configuration, determining whether the construction was adequately completed, and obtaining dimensions essential for calculating quantities used in paying for construction."
4,Detail,7724176,Geodetic surveying and ground control support,Surveying for the purpose of determining the precise horizontal and/or vertical position of points or monumented locations to provide a reference framework for further surveys.
3,Subclass,772418,Consulting and expert-witness services for geospatial surveying and mapping,This subclass comprises consulting and expert-witness services concerning geospatial surveying and mapping.
4,Detail,7724181,Geospatial consulting services,Provision of consulting services concerning geospatial surveying and mapping.
4,Detail,7724182,Expert-witness services for geospatial surveying and mapping,"Provision of testimony by a witness who, by virtue of experience, training, skill or knowledge of geospatial surveying and mapping, is recognized as being qualified to render an informed opinion on matters relating to that subject."
1,Group,773,Specialized design services,"This group comprises interior design services; interior decorating services; industrial design services; graphic design services; and fashion, jewellery and footwear design services, and other design services n.e.c."
2,Class,77311,Specialized design services,"This class comprises interior design services; interior decorating services; industrial design services; graphic design services; and fashion, jewellery and footwear design services, and other design services n.e.c."
3,Subclass,773111,Interior design services,"This subclass comprises design of interior spaces, in order to meet the physical and aesthetic needs of people, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture."
4,Detail,7731111,Residential interior design services,"Interior design services for residential buildings, including construction management of the project."
4,Detail,7731112,Non-residential interior design services,"Interior design services for non-residential buildings, including construction management of the project."
4,Detail,7731113,Historic building interior design services,"Interior design services for buildings in which the historic character of the building must be taken into account. Covers services related to restorations, and to changes in use."
4,Detail,7731114,"Interior design services, n.e.c.","Interior design services, except those involving historic buildings or construction management."
3,Subclass,773112,Interior decorating services,This subclass comprises providing aesthetic services associated with interior spaces.
4,Detail,7731121,Interior decorating services,Providing aesthetic services associated with interior spaces.
3,Subclass,773113,Industrial design services,"This subclass comprises design services that optimize the manufacturing efficiency, functionality and appearance of manufactured goods; and services for the design and fabrication of models of new product concepts. Industrial designs specify such things as the materials, shape and appearance of a good, in order to optimize its ergonomics and aesthetics, and efficiency in the production, use and maintenance of the good. The service is presented in the form of designs, plans, and models."
4,Detail,7731131,Product industrial design services,"Design services that optimize the manufacturing efficiency, functionality and appearance of manufactured goods. Industrial designs specify such things as the materials, shape and appearance of a good, in order to optimize its ergonomics and aesthetics, and efficiency in the production, use and maintenance of the good. The service is presented in the form of designs, plans, and models."
4,Detail,7731132,Model design and fabrication services,Design and fabrication services for models of new product concepts. Models can be full- or reduced-scale.
3,Subclass,773114,Graphic design services,"This subclass comprises designing visual communications of businesses and other entities, in order to convey specific messages or concepts, clarify complex information, or project visual identities."
4,Detail,7731141,Corporate identity and communications graphic design services,Designing the corporate identity and image as well as internal and external communications products.
4,Detail,7731142,Advertising graphic design services,Designing the visual appearance of an advertisement or advertising campaign.
4,Detail,7731143,Commercial illustration services,Provision of illustrations for use in graphic design projects.
4,Detail,7731144,Graphic interface and interaction design services,The design of software and video game interfaces.
4,Detail,7731145,Broadcast and motion graphic design services,"Design of graphics for motion picture and television use, such as titles, opening and closing montages, bumpers, transitions and interstitials, blue/green screen removal, and animations."
4,Detail,7731146,"Book, magazine and newspaper graphic design services","Graphic design of books, magazines, and newspapers, also their covers and interior layout, and selection of typefaces."
4,Detail,7731147,Other graphic design services,"Graphic design services of signage and way finding, graphic elements for packaging, and typefaces, and other graphic design services n.e.c."
3,Subclass,773115,"Fashion, jewellery and footwear design services, and other design services n.e.c.","This subclass comprises design services for fashion, jewellery and footwear, and other design services n.e.c."
4,Detail,7731151,"Fashion, jewellery and footwear design services, and other design services n.e.c.","Design services for fashion, jewellery and footwear, and other design services n.e.c."
1,Group,774,Computer systems design and related services (except software development),"This group comprises computer network design and development services; computer systems design, development and integration services; information technology (IT) technical consulting services; and information technology (IT) technical support services."
2,Class,77411,Computer systems design and related services (except software development),"This class comprises computer network design and development services; computer systems design, development and integration services; information technology (IT) technical consulting services; and information technology (IT) technical support services."
3,Subclass,774111,Network design and development services,"This subclass comprises designing, developing and implementing customers' computer networks."
4,Detail,7741111,Network design and development services,"Designing, developing and implementing customers' computer networks."
3,Subclass,774112,"Computer systems design, development and integration services","This subclass comprises assessing an organization's informatics requirements, providing advice on hardware and software acquisitions, developing system specifications, and either putting the new system in place or providing the client with the specifications necessary to put the new system in place."
4,Detail,7741121,"Computer systems design, development and integration services","Assessing an organization's informatics requirements, providing advice on hardware and software acquisitions, developing system specifications, and either putting the new system in place or providing the client with the specifications necessary to put the new system in place."
3,Subclass,774113,Information technology (IT) technical consulting services,This subclass comprises the provision of advice or expert opinion on technical matters related to the use of information technology (IT).
4,Detail,7741131,Information technology (IT) technical consulting services,Provision of advice or expert opinion on technical matters related to the use of information technology (IT).
3,Subclass,774114,Information technology (IT) technical support services,"This subclass comprises the provision of technical expertise to solve problems for the client in using software, hardware, or the entire computer system."
4,Detail,7741141,Information technology (IT) technical support services,"Provision of technical expertise to solve problems for the client in using software, hardware, or the entire computer system."
1,Group,775,"Management, scientific and technical consulting services","This group comprises management consulting services; environmental consulting services; and other economic, scientific and technical consulting services."
2,Class,77511,Management consulting services,"This class comprises providing advice and guidance on management issues, such as strategic and organizational planning, finance, human resources, marketing and production."
3,Subclass,775111,Management consulting services,"This subclass comprises providing advice and guidance on management issues, such as strategic and organizational planning, finance, human resources, marketing and production."
4,Detail,7751111,Strategic management consulting services,"Providing advice and guidance concerning the overall strategic direction, planning, structuring, and control of an organization."
4,Detail,7751112,Financial management consulting services,"Providing advice and guidance concerning financial strategies, planning and control."
4,Detail,7751113,Marketing management consulting services,"Providing advice and guidance on projects related to marketing strategy, market development, and sales management and development."
4,Detail,7751114,Compensation and benefits consulting services,Providing advice and guidance related to compensation and benefits.
4,Detail,7751115,Other human resources management consulting services,"Providing advice and guidance concerning the development or modification of human resources strategies, policies, practices and procedures, n.e.c."
4,Detail,7751116,Operations and supply chain management consulting services,Providing advice and guidance concerning operations and supply chain management.
4,Detail,7751117,Other management consulting services,Other management consulting services.
2,Class,77512,Environmental consulting services,"This class comprises the provision of information, advice, and guidance to clients concerning the preservation of air, water and soil quality; natural resource development; waste management; pollution control; and other environmental issues."
3,Subclass,775121,Environmental consulting services,"This subclass comprises the provision of information, advice, and guidance to clients concerning the preservation of air, water and soil quality; natural resource development; waste management; pollution control; and other environmental issues."
4,Detail,7751211,Environmental assessments,"Studies undertaken for any one or more of the following purposes: identify whether or not environmental contamination exists at a particular site, and if so, determine the source, nature, and extent of the contamination; assess the risk to public health and safety from environmental contamination associated with a project that is proposed or in place; evaluate the impact on the ecology, society, or economy of environmental contamination resulting from human or natural activity."
4,Detail,7751212,Environmental audits,"An independent assessment of the current status of a party's compliance with applicable environmental requirements or of a party's environmental compliance policies, practices, and controls."
4,Detail,7751213,Site remediation planning services,Preparation of a plan for the abatement of environmental contamination at a given site.
4,Detail,7751214,Evaluation of environmental studies,Provision of an analysis evaluating an environmental study.
4,Detail,7751215,Natural resource management consulting services,"Provision of information, advice, and guidance concerning the ecologically sustainable development and use of natural resources."
4,Detail,7751216,Waste management consulting services,"Provision of information, advice, and guidance concerning the minimization, transport, handling, disposal, and recycling of waste."
4,Detail,7751217,Environmental policy development consulting services,"Provision of information, advice, and guidance concerning the design, development, and implementation of environmental statutes, regulations, standards, or practices."
4,Detail,7751218,Other environmental consulting services,All other advisory services provided by environmental consultants.
2,Class,77513,"Other economic, scientific and technical consulting services","This class comprises economic consulting services; soil management, crop and animal production consulting services; occupational health and safety consulting services; heritage consulting services; and other scientific and technical consulting services, n.e.c."
3,Subclass,775131,Economic consulting services,"This subclass comprises providing advice related to the description and analysis of the production, distribution and consumption of goods and services."
4,Detail,7751311,Economic consulting services,"Providing advice related to the description and analysis of the production, distribution and consumption of goods and services."
3,Subclass,775132,Other scientific and technical consulting services,"This subclass comprises providing advice on soil management, crop and animal production; occupational health and safety; heritage; and other scientific and technical matters n.e.c."
4,Detail,7751321,"Soil management, crop and animal production consulting services",Providing advice in relation to the scientific management of agricultural land as well as crop or animal production.
4,Detail,7751322,Occupational health and safety consulting services,"Providing advice concerning health and related safety standards in commercial, industrial, and government workplaces and facilities."
